Sample	Total	Assigned	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
SRR5517337_GSM2608595_NMR_BM_3274_HYP_Heterocephalus_glaber_RNA-Seq	6676984	3828579	0	0	0	0	0	0	0	2449716	0	0	200305	0	198384	57.33994570003462
SRR5517338_GSM2608596_NMR_NM_3295_PIT_Heterocephalus_glaber_RNA-Seq	7005727	3935214	0	0	0	0	0	0	0	2687770	0	0	202048	0	180695	56.17138663838885
SRR5517339_GSM2608598_NMR_NM_3295_HYP_Heterocephalus_glaber_RNA-Seq	6923541	4183762	0	0	0	0	0	0	0	2342758	0	0	202750	0	194271	60.42806708301431
SRR5517340_GSM2608600_NMR_NM_3295_CER_Heterocephalus_glaber_RNA-Seq	7215214	4561587	0	0	0	0	0	0	0	2218057	0	0	236990	0	198580	63.221783858385905
SRR5517341_GSM2608602_NMR_NF_3439_PIT_Heterocephalus_glaber_RNA-Seq	10206676	5860535	0	0	0	0	0	0	0	3819693	0	0	273625	0	252823	57.418644424492356
SRR5517342_GSM2608604_NMR_NF_3439_HYP_Heterocephalus_glaber_RNA-Seq	6322540	3641467	0	0	0	0	0	0	0	2284175	0	0	201486	0	195412	57.59500137602925
SRR5517343_GSM2608606_NMR_NF_3439_CER_Heterocephalus_glaber_RNA-Seq	6717907	4103415	0	0	0	0	0	0	0	2193097	0	0	231846	0	189549	61.081747633600756
SRR5517344_GSM2608607_NMR_NF_3605_PIT_Heterocephalus_glaber_RNA-Seq	7673151	4984274	0	0	0	0	0	0	0	2343305	0	0	182533	0	163039	64.95732978537761
SRR5517345_GSM2608609_NMR_NF_3605_HYP_Heterocephalus_glaber_RNA-Seq	6726347	3833283	0	0	0	0	0	0	0	2489170	0	0	215634	0	188260	56.98907594270709
SRR5517346_GSM2608611_NMR_NF_3605_CER_Heterocephalus_glaber_RNA-Seq	6348571	3775016	0	0	0	0	0	0	0	2179377	0	0	214179	0	179999	59.462452258941425
SRR5517347_GSM2608613_NMR_NF_4060_PIT_Heterocephalus_glaber_RNA-Seq	6969872	3943352	0	0	0	0	0	0	0	2672557	0	0	190681	0	163282	56.577107872282305
SRR5517348_GSM2608615_NMR_NF_4060_HYP_Heterocephalus_glaber_RNA-Seq	8063326	4534848	0	0	0	0	0	0	0	3055235	0	0	244922	0	228321	56.24041493547451
SRR5517349_GSM2608617_NMR_NF_4060_CER_Heterocephalus_glaber_RNA-Seq	5794769	3457260	0	0	0	0	0	0	0	1985803	0	0	186997	0	164709	59.661739751834794
SRR5517350_GSM2608620_NMR_BF_4121_PIT_Heterocephalus_glaber_RNA-Seq	8063441	4680812	0	0	0	0	0	0	0	2973875	0	0	218087	0	190667	58.04980776817242
SRR5517351_GSM2608622_NMR_BF_4121_HYP_Heterocephalus_glaber_RNA-Seq	6641944	3736179	0	0	0	0	0	0	0	2521528	0	0	196333	0	187904	56.25128727372588
SRR5517352_GSM2608623_NMR_BF_4121_CER_Heterocephalus_glaber_RNA-Seq	7522946	4603858	0	0	0	0	0	0	0	2448579	0	0	259330	0	211179	61.19754149504728
SRR5517353_GSM2608625_NMR_BF_4772_PIT_Heterocephalus_glaber_RNA-Seq	8318606	4810796	0	0	0	0	0	0	0	3104124	0	0	218996	0	184690	57.83175690734722
SRR5517354_GSM2608627_NMR_BF_4772_CER_Heterocephalus_glaber_RNA-Seq	6577687	3870359	0	0	0	0	0	0	0	2308874	0	0	214284	0	184170	58.84072927155093
SRR5517355_GSM2608628_NMR_NM_4925_PIT_Heterocephalus_glaber_RNA-Seq	9994740	5621756	0	0	0	0	0	0	0	3871368	0	0	256891	0	244725	56.24714599879537
SRR5517356_GSM2608630_NMR_NM_4925_HYP_Heterocephalus_glaber_RNA-Seq	5195686	2966607	0	0	0	0	0	0	0	1926200	0	0	157280	0	145599	57.09750358278002
SRR5517357_GSM2608631_NMR_NM_4925_CER_Heterocephalus_glaber_RNA-Seq	5735900	3485572	0	0	0	0	0	0	0	1906000	0	0	183544	0	160784	60.76765633989435
SRR5517358_GSM2608633_NMR_BM_5982_PIT_Heterocephalus_glaber_RNA-Seq	7125141	4135677	0	0	0	0	0	0	0	2631861	0	0	199924	0	157679	58.04344082453947
SRR5517359_GSM2608635_NMR_BM_5982_HYP_Heterocephalus_glaber_RNA-Seq	8996351	5067950	0	0	0	0	0	0	0	3406637	0	0	262240	0	259524	56.333395617845504
SRR5517360_GSM2608637_NMR_BM_5982_CER_Heterocephalus_glaber_RNA-Seq	7108665	4072369	0	0	0	0	0	0	0	2633437	0	0	210554	0	192305	57.28739503127521
SRR5517361_GSM2608638_NMR_NM_6074_PIT_Heterocephalus_glaber_RNA-Seq	7300266	4056984	0	0	0	0	0	0	0	2868064	0	0	206207	0	169011	55.57309829532239
SRR5517362_GSM2608640_NMR_NM_6074_HYP_Heterocephalus_glaber_RNA-Seq	7608858	4222527	0	0	0	0	0	0	0	2949729	0	0	221276	0	215326	55.49488504056719
SRR5517363_GSM2608642_NMR_NM_6074_CER_Heterocephalus_glaber_RNA-Seq	6705963	3868983	0	0	0	0	0	0	0	2430500	0	0	219856	0	186624	57.69466667203502
SRR5517364_GSM2608644_NMR_NM_6206_PIT_Heterocephalus_glaber_RNA-Seq	6914667	3834657	0	0	0	0	0	0	0	2728648	0	0	185567	0	165795	55.45685714149358
SRR5517365_GSM2608645_NMR_NM_6206_HYP_Heterocephalus_glaber_RNA-Seq	6887086	3934525	0	0	0	0	0	0	0	2534498	0	0	215574	0	202489	57.1290237990349
SRR5517366_GSM2608647_NMR_NM_6206_CER_Heterocephalus_glaber_RNA-Seq	7363958	4517009	0	0	0	0	0	0	0	2390007	0	0	249582	0	207360	61.339418285655626
SRR5517367_GSM2608649_NMR_BF_6382_PIT_Heterocephalus_glaber_RNA-Seq	6614602	3681711	0	0	0	0	0	0	0	2622682	0	0	165170	0	145039	55.66035567975216
SRR5517368_GSM2608651_NMR_BF_6382_CER_Heterocephalus_glaber_RNA-Seq	7618052	4701716	0	0	0	0	0	0	0	2446944	0	0	256916	0	212476	61.71808751108551
SRR5517369_GSM2608653_NMR_BM_6656_PIT_Heterocephalus_glaber_RNA-Seq	8459150	4826146	0	0	0	0	0	0	0	3211848	0	0	231757	0	189399	57.05237523864691
SRR5517370_GSM2608655_NMR_BM_6656_HYP_Heterocephalus_glaber_RNA-Seq	7628802	4251146	0	0	0	0	0	0	0	2923185	0	0	241317	0	213154	55.724948687880484
SRR5517371_GSM2608657_NMR_BM_6656_CER_Heterocephalus_glaber_RNA-Seq	8781505	5521453	0	0	0	0	0	0	0	2735380	0	0	280488	0	244184	62.87593072030364
SRR5517372_GSM2608659_NMR_BF_6841_CER_Heterocephalus_glaber_RNA-Seq	8146153	4974802	0	0	0	0	0	0	0	2687515	0	0	263697	0	220139	61.06934156527627
SRR5517373_GSM2608661_NMR_NF_0525_SKN_Heterocephalus_glaber_RNA-Seq	10375483	4052329	0	0	0	0	0	0	0	5918701	0	0	204027	0	200426	39.05677451353349
SRR5517374_GSM2608663_NMR_NM_0713_SKN_Heterocephalus_glaber_RNA-Seq	9899015	3853419	0	0	0	0	0	0	0	5636800	0	0	224600	0	184196	38.92729731190426
SRR5517375_GSM2608665_NMR_BF_1090_SKN_Heterocephalus_glaber_RNA-Seq	9049852	3537958	0	0	0	0	0	0	0	5126125	0	0	224377	0	161392	39.09409789242962
SRR5517376_GSM2608667_NMR_BM_1147_SKN_Heterocephalus_glaber_RNA-Seq	9670054	3852312	0	0	0	0	0	0	0	5392497	0	0	243425	0	181820	39.83754382343677
SRR5517377_GSM2608669_NMR_BM_1215_SKN_Heterocephalus_glaber_RNA-Seq	10626231	4007908	0	0	0	0	0	0	0	6192706	0	0	238078	0	187539	37.71711719799804
SRR5517378_GSM2608671_NMR_BM_1400_SKN_Heterocephalus_glaber_RNA-Seq	5451515	2515059	0	0	0	0	0	0	0	2633811	0	0	187516	0	115129	46.1350468631197
SRR5517379_GSM2608672_NMR_NM_1449_SKN_Heterocephalus_glaber_RNA-Seq	10337836	4303683	0	0	0	0	0	0	0	5596529	0	0	223248	0	214376	41.63040504801972
SRR5517380_GSM2608674_NMR_BF_1816_SKN_Heterocephalus_glaber_RNA-Seq	7717777	3147614	0	0	0	0	0	0	0	4206837	0	0	219277	0	144049	40.783945947129595
SRR5517381_GSM2608676_NMR_NF_2411_SKN_Heterocephalus_glaber_RNA-Seq	12080806	4487433	0	0	0	0	0	0	0	7019842	0	0	363383	0	210148	37.14514577918063
SRR5517382_GSM2608678_NMR_NF_2969_SKN_Heterocephalus_glaber_RNA-Seq	14376433	5778983	0	0	0	0	0	0	0	8030643	0	0	279730	0	287077	40.197613691796846
SRR5517383_GSM2608680_NMR_BM_3274_SKN_Heterocephalus_glaber_RNA-Seq	9591276	3798718	0	0	0	0	0	0	0	5337621	0	0	267164	0	187773	39.605971092897335
SRR5517384_GSM2608681_NMR_NM_3295_SKN_Heterocephalus_glaber_RNA-Seq	9278072	4463807	0	0	0	0	0	0	0	4259642	0	0	346496	0	208127	48.11136408512458
SRR5517385_GSM2608683_NMR_NF_3605_SKN_Heterocephalus_glaber_RNA-Seq	11082921	4484613	0	0	0	0	0	0	0	6127290	0	0	270189	0	200829	40.46417907336883
SRR5517386_GSM2608685_NMR_NF_4060_SKN_Heterocephalus_glaber_RNA-Seq	10518107	4084444	0	0	0	0	0	0	0	5991374	0	0	241187	0	201102	38.83250094337318
SRR5517387_GSM2608687_NMR_BF_4121_SKN_Heterocephalus_glaber_RNA-Seq	11117017	3975435	0	0	0	0	0	0	0	6685523	0	0	267393	0	188666	35.75990753634721
SRR5517388_GSM2608689_NMR_BF_4772_SKN_Heterocephalus_glaber_RNA-Seq	12175646	5303221	0	0	0	0	0	0	0	6352331	0	0	257722	0	262372	43.55597230734205
SRR5517389_GSM2608691_NMR_NM_4925_SKN_Heterocephalus_glaber_RNA-Seq	10478857	3985495	0	0	0	0	0	0	0	5997546	0	0	308435	0	187381	38.033680581765736
SRR5517390_GSM2608693_NMR_BM_5982_SKN_Heterocephalus_glaber_RNA-Seq	12068496	4963448	0	0	0	0	0	0	0	6593713	0	0	273002	0	238333	41.12731196994224
SRR5517391_GSM2608695_NMR_NM_6074_SKN_Heterocephalus_glaber_RNA-Seq	8938530	3929908	0	0	0	0	0	0	0	4638260	0	0	172022	0	198340	43.965931758354
SRR5517392_GSM2608697_NMR_NM_6206_SKN_Heterocephalus_glaber_RNA-Seq	10655063	4989846	0	0	0	0	0	0	0	5147588	0	0	273988	0	243641	46.83075078955422
SRR5517393_GSM2608699_NMR_BF_6382_SKN_Heterocephalus_glaber_RNA-Seq	9056561	3315671	0	0	0	0	0	0	0	5364659	0	0	209871	0	166360	36.610706867650975
SRR5517394_GSM2608701_NMR_BM_6656_SKN_Heterocephalus_glaber_RNA-Seq	11534781	4955203	0	0	0	0	0	0	0	6065178	0	0	280406	0	233994	42.95879566330735
SRR5517410_GSM2608702_NMR_BF_6841_SKN_Heterocephalus_glaber_RNA-Seq	11586350	4730438	0	0	0	0	0	0	0	6356346	0	0	273044	0	226522	40.827680848584755
SRR5517411_GSM2608704_NMR_NF_3605_THY_Heterocephalus_glaber_RNA-Seq	8441137	3906550	0	0	0	0	0	0	0	4058838	0	0	276587	0	199162	46.279902814040334
SRR5517412_GSM2608706_NMR_BM_1215_HRT_Heterocephalus_glaber_RNA-Seq	5320092	2867953	0	0	0	0	0	0	0	2208779	0	0	113265	0	130095	53.9079587345482
SRR5517413_GSM2608706_NMR_BM_1215_HRT_Heterocephalus_glaber_RNA-Seq	715174	389140	0	0	0	0	0	0	0	294811	0	0	13876	0	17347	54.411933319723595
SRR5517414_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq	2303670	1313977	0	0	0	0	0	0	0	852408	0	0	68589	0	68696	57.03842130166213
SRR5517415_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq	4605396	2622613	0	0	0	0	0	0	0	1708853	0	0	139747	0	134183	56.94652533680057
SRR5517416_GSM2608711_NMR_NM_3295_THY_Heterocephalus_glaber_RNA-Seq	4486068	1733274	0	0	0	0	0	0	0	2503350	0	0	185306	0	64138	38.63681959346136
SRR5517417_GSM2608711_NMR_NM_3295_THY_Heterocephalus_glaber_RNA-Seq	8871151	4063268	0	0	0	0	0	0	0	4338611	0	0	272789	0	196483	45.80316578987326
SRR5517418_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq	2682538	1499476	0	0	0	0	0	0	0	1021902	0	0	82921	0	78239	55.89766109557441
SRR5517419_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq	4523926	2528056	0	0	0	0	0	0	0	1724781	0	0	140556	0	130533	55.881904345915466
SRR5517420_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq	6855736	3197427	0	0	0	0	0	0	0	3361618	0	0	169448	0	127243	46.63871245917288
SRR5517421_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq	2488623	1158158	0	0	0	0	0	0	0	1223685	0	0	60898	0	45882	46.53810561101461
SRR5517422_GSM2608717_NMR_BF_6382_HYP_Heterocephalus_glaber_RNA-Seq	2230844	1253797	0	0	0	0	0	0	0	843497	0	0	68631	0	64919	56.20280934032142
SRR5517423_GSM2608717_NMR_BF_6382_HYP_Heterocephalus_glaber_RNA-Seq	4043334	2272802	0	0	0	0	0	0	0	1529312	0	0	125789	0	115431	56.211087186960064
SRR5517424_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq	5500741	2626034	0	0	0	0	0	0	0	2616670	0	0	156741	0	101296	47.73964089565388
SRR5517425_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq	11340301	5974826	0	0	0	0	0	0	0	4858811	0	0	250378	0	256286	52.686661491612966
SRR5517426_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq	5269755	3097782	0	0	0	0	0	0	0	1930495	0	0	128501	0	112977	58.78417497587649
SRR5517427_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq	1613720	947727	0	0	0	0	0	0	0	592646	0	0	39354	0	33993	58.72933346553305
SRR5517428_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq	2255856	1301062	0	0	0	0	0	0	0	817216	0	0	72329	0	65249	57.67486931789973
SRR5517429_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq	3399996	1954889	0	0	0	0	0	0	0	1238200	0	0	110414	0	96493	57.496802937415225
SRR5517430_GSM2608724_NMR_NF_3439_SKN_Heterocephalus_glaber_RNA-Seq	9379035	3569548	0	0	0	0	0	0	0	5434985	0	0	205227	0	169275	38.058798159938625
