Module	Section	Sample Name	Source
STAR	SummaryLog	SRR5517330_GSM2608581_NMR_NF_2411_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517330_GSM2608581_NMR_NF_2411_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517252_GSM2608433_NMR_NM_1449_TES_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517252_GSM2608433_NMR_NM_1449_TES_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517273_GSM2608475_NMR_NM_4925_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517273_GSM2608475_NMR_NM_4925_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517367_GSM2608649_NMR_BF_6382_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517367_GSM2608649_NMR_BF_6382_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517225_GSM2608383_NMR_BF_4772_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517225_GSM2608383_NMR_BF_4772_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517253_GSM2608435_NMR_NM_1449_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517253_GSM2608435_NMR_NM_1449_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517246_GSM2608422_NMR_BM_1147_TES_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517246_GSM2608422_NMR_BM_1147_TES_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517297_GSM2608521_NMR_NF_3605_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517297_GSM2608521_NMR_NF_3605_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517205_GSM2608347_NMR_NM_1449_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517205_GSM2608347_NMR_NM_1449_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517264_GSM2608457_NMR_NF_3439_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517264_GSM2608457_NMR_NF_3439_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517428_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517428_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517231_GSM2608394_NMR_NM_6074_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517231_GSM2608394_NMR_NM_6074_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517419_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517419_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517315_GSM2608554_NMR_BF_1090_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517315_GSM2608554_NMR_BF_1090_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517319_GSM2608561_NMR_BM_1215_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517319_GSM2608561_NMR_BM_1215_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517239_GSM2608409_NMR_BF_6841_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517239_GSM2608409_NMR_BF_6841_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517287_GSM2608502_NMR_NM_0713_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517287_GSM2608502_NMR_NM_0713_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517281_GSM2608491_NMR_BF_6382_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517281_GSM2608491_NMR_BF_6382_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517271_GSM2608471_NMR_BF_4772_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517271_GSM2608471_NMR_BF_4772_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517371_GSM2608657_NMR_BM_6656_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517371_GSM2608657_NMR_BM_6656_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517369_GSM2608653_NMR_BM_6656_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517369_GSM2608653_NMR_BM_6656_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517228_GSM2608389_NMR_BM_5982_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517228_GSM2608389_NMR_BM_5982_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517377_GSM2608669_NMR_BM_1215_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517377_GSM2608669_NMR_BM_1215_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517283_GSM2608495_NMR_BM_6656_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517283_GSM2608495_NMR_BM_6656_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517251_GSM2608431_NMR_BM_1400_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517251_GSM2608431_NMR_BM_1400_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517344_GSM2608607_NMR_NF_3605_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517344_GSM2608607_NMR_NF_3605_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517355_GSM2608628_NMR_NM_4925_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517355_GSM2608628_NMR_NM_4925_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517292_GSM2608512_NMR_NF_2411_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517292_GSM2608512_NMR_NF_2411_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517299_GSM2608525_NMR_BF_4121_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517299_GSM2608525_NMR_BF_4121_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517310_GSM2608545_NMR_NM_0713_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517310_GSM2608545_NMR_NM_0713_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517259_GSM2608446_NMR_NF_2969_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517259_GSM2608446_NMR_NF_2969_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517413_GSM2608706_NMR_BM_1215_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517413_GSM2608706_NMR_BM_1215_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517429_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517429_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517309_GSM2608543_NMR_NF_0525_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517309_GSM2608543_NMR_NF_0525_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517318_GSM2608560_NMR_BM_1147_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517318_GSM2608560_NMR_BM_1147_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517423_GSM2608717_NMR_BF_6382_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517423_GSM2608717_NMR_BF_6382_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517312_GSM2608549_NMR_NM_0713_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517312_GSM2608549_NMR_NM_0713_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517293_GSM2608514_NMR_NF_2969_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517293_GSM2608514_NMR_NF_2969_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517348_GSM2608615_NMR_NF_4060_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517348_GSM2608615_NMR_NF_4060_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517325_GSM2608572_NMR_NM_1449_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517325_GSM2608572_NMR_NM_1449_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517358_GSM2608633_NMR_BM_5982_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517358_GSM2608633_NMR_BM_5982_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517286_GSM2608500_NMR_NF_0525_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517286_GSM2608500_NMR_NF_0525_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517411_GSM2608704_NMR_NF_3605_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517411_GSM2608704_NMR_NF_3605_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517233_GSM2608398_NMR_NM_6206_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517233_GSM2608398_NMR_NM_6206_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517343_GSM2608606_NMR_NF_3439_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517343_GSM2608606_NMR_NF_3439_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517284_GSM2608497_NMR_BF_6841_OVR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517284_GSM2608497_NMR_BF_6841_OVR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517268_GSM2608465_NMR_BF_4121_OVR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517268_GSM2608465_NMR_BF_4121_OVR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517418_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517418_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517207_GSM2608351_NMR_BF_1816_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517207_GSM2608351_NMR_BF_1816_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517303_GSM2608532_NMR_NM_6074_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517303_GSM2608532_NMR_NM_6074_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517430_GSM2608724_NMR_NF_3439_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517430_GSM2608724_NMR_NF_3439_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517212_GSM2608360_NMR_NF_2969_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517212_GSM2608360_NMR_NF_2969_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517195_GSM2608324_NMR_NM_0713_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517195_GSM2608324_NMR_NM_0713_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517326_GSM2608574_NMR_NM_1449_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517326_GSM2608574_NMR_NM_1449_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517244_GSM2608418_NMR_BF_1090_OVR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517244_GSM2608418_NMR_BF_1090_OVR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517380_GSM2608674_NMR_BF_1816_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517380_GSM2608674_NMR_BF_1816_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517350_GSM2608620_NMR_BF_4121_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517350_GSM2608620_NMR_BF_4121_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517226_GSM2608385_NMR_BF_4772_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517226_GSM2608385_NMR_BF_4772_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517274_GSM2608477_NMR_BM_5982_TES_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517274_GSM2608477_NMR_BM_5982_TES_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517390_GSM2608693_NMR_BM_5982_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517390_GSM2608693_NMR_BM_5982_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517249_GSM2608427_NMR_BM_1215_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517249_GSM2608427_NMR_BM_1215_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517237_GSM2608405_NMR_BM_6656_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517237_GSM2608405_NMR_BM_6656_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517206_GSM2608349_NMR_BF_1816_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517206_GSM2608349_NMR_BF_1816_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517232_GSM2608396_NMR_NM_6206_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517232_GSM2608396_NMR_NM_6206_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517265_GSM2608459_NMR_NF_3605_OVR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517265_GSM2608459_NMR_NF_3605_OVR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517229_GSM2608390_NMR_BM_5982_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517229_GSM2608390_NMR_BM_5982_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517204_GSM2608345_NMR_NM_1449_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517204_GSM2608345_NMR_NM_1449_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517261_GSM2608452_NMR_BM_3274_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517261_GSM2608452_NMR_BM_3274_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517323_GSM2608569_NMR_BM_1400_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517323_GSM2608569_NMR_BM_1400_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517219_GSM2608373_NMR_NF_3605_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517219_GSM2608373_NMR_NF_3605_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517211_GSM2608358_NMR_NF_2969_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517211_GSM2608358_NMR_NF_2969_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517263_GSM2608456_NMR_NF_3439_OVR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517263_GSM2608456_NMR_NF_3439_OVR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517340_GSM2608600_NMR_NM_3295_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517340_GSM2608600_NMR_NM_3295_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517321_GSM2608565_NMR_BM_1215_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517321_GSM2608565_NMR_BM_1215_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517288_GSM2608504_NMR_BF_1090_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517288_GSM2608504_NMR_BF_1090_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517336_GSM2608593_NMR_BM_3274_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517336_GSM2608593_NMR_BM_3274_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517427_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517427_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517366_GSM2608647_NMR_NM_6206_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517366_GSM2608647_NMR_NM_6206_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517242_GSM2608414_NMR_NM_0713_TES_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517242_GSM2608414_NMR_NM_0713_TES_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517324_GSM2608570_NMR_BM_1400_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517324_GSM2608570_NMR_BM_1400_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517245_GSM2608420_NMR_BF_1090_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517245_GSM2608420_NMR_BF_1090_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517234_GSM2608400_NMR_BF_6382_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517234_GSM2608400_NMR_BF_6382_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517356_GSM2608630_NMR_NM_4925_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517356_GSM2608630_NMR_NM_4925_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517364_GSM2608644_NMR_NM_6206_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517364_GSM2608644_NMR_NM_6206_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517410_GSM2608702_NMR_BF_6841_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517410_GSM2608702_NMR_BF_6841_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517345_GSM2608609_NMR_NF_3605_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517345_GSM2608609_NMR_NF_3605_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517201_GSM2608338_NMR_BM_1215_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517201_GSM2608338_NMR_BM_1215_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517308_GSM2608541_NMR_NF_0525_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517308_GSM2608541_NMR_NF_0525_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517197_GSM2608328_NMR_BF_1090_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517197_GSM2608328_NMR_BF_1090_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517386_GSM2608685_NMR_NF_4060_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517386_GSM2608685_NMR_NF_4060_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517328_GSM2608578_NMR_BF_1816_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517328_GSM2608578_NMR_BF_1816_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517278_GSM2608485_NMR_NM_6206_TES_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517278_GSM2608485_NMR_NM_6206_TES_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517230_GSM2608392_NMR_NM_6074_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517230_GSM2608392_NMR_NM_6074_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517342_GSM2608604_NMR_NF_3439_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517342_GSM2608604_NMR_NF_3439_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517243_GSM2608416_NMR_NM_0713_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517243_GSM2608416_NMR_NM_0713_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517301_GSM2608528_NMR_NM_4925_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517301_GSM2608528_NMR_NM_4925_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517320_GSM2608564_NMR_BM_1215_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517320_GSM2608564_NMR_BM_1215_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517363_GSM2608642_NMR_NM_6074_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517363_GSM2608642_NMR_NM_6074_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517220_GSM2608374_NMR_NF_3605_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517220_GSM2608374_NMR_NF_3605_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517302_GSM2608530_NMR_BM_5982_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517302_GSM2608530_NMR_BM_5982_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517414_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517414_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
