Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
SRR5517276_GSM2608481_NMR_NM_6074_TES_Heterocephalus_glaber_RNA-Seq	26613148.0	50.0	5232633.0	19.66	49.41	945295.0	925589.0	933354.0	8379.0	1104.0	2458.0	7.17	0.02	1.69	0.01	1.46	1311109.0	4.93	54398.0	0.2	0.0	75.2	0.0	0	20015008	0
SRR5517277_GSM2608483_NMR_NM_6074_THY_Heterocephalus_glaber_RNA-Seq	29496304.0	50.0	4777047.0	16.2	49.27	831727.0	811273.0	822905.0	5711.0	826.0	2285.0	7.36	0.02	1.69	0.02	1.42	1155559.0	3.92	51266.0	0.17	0.0	79.71	0.0	0	23512432	0
SRR5517278_GSM2608485_NMR_NM_6206_TES_Heterocephalus_glaber_RNA-Seq	23442853.0	50.0	4684269.0	19.98	49.4	862785.0	844810.0	851998.0	7649.0	999.0	2139.0	7.17	0.02	1.71	0.01	1.46	1077086.0	4.59	44033.0	0.19	0.0	75.23	0.0	0	17637465	0
SRR5517279_GSM2608487_NMR_NM_6206_THY_Heterocephalus_glaber_RNA-Seq	27005833.0	50.0	4178671.0	15.47	49.27	733576.0	715493.0	725978.0	4967.0	703.0	1928.0	7.5	0.02	1.71	0.02	1.42	1055716.0	3.91	47627.0	0.18	0.0	80.44	0.0	0	21723819	0
SRR5517280_GSM2608489_NMR_BF_6382_OVR_Heterocephalus_glaber_RNA-Seq	28825094.0	50.0	5533530.0	19.2	49.34	896938.0	876028.0	885043.0	8098.0	1099.0	2698.0	7.25	0.02	1.67	0.01	1.45	1879761.0	6.52	85930.0	0.3	0.0	73.98	0.0	0	21325873	0
SRR5517281_GSM2608491_NMR_BF_6382_THY_Heterocephalus_glaber_RNA-Seq	30492124.0	50.0	5537787.0	18.16	49.36	1084553.0	1061545.0	1073599.0	7700.0	908.0	2346.0	7.5	0.02	1.68	0.01	1.42	1210440.0	3.97	48335.0	0.16	0.0	77.71	0.0	0	23695562	0
SRR5517282_GSM2608493_NMR_BM_6656_TES_Heterocephalus_glaber_RNA-Seq	29945739.0	50.0	5416677.0	18.09	49.36	931310.0	910140.0	918595.0	8831.0	1109.0	2775.0	7.24	0.02	1.66	0.01	1.48	1529238.0	5.11	62844.0	0.21	0.0	76.59	0.0	0	22936980	0
SRR5517283_GSM2608495_NMR_BM_6656_THY_Heterocephalus_glaber_RNA-Seq	25862893.0	50.0	3933444.0	15.21	49.23	672906.0	655275.0	665991.0	4391.0	651.0	1873.0	7.49	0.02	1.71	0.02	1.41	992636.0	3.84	46392.0	0.18	0.0	80.77	0.0	0	20890421	0
SRR5517284_GSM2608497_NMR_BF_6841_OVR_Heterocephalus_glaber_RNA-Seq	30378762.0	50.0	5624828.0	18.52	49.33	908646.0	886693.0	896004.0	8621.0	1237.0	2784.0	7.24	0.02	1.69	0.01	1.45	2018127.0	6.64	94123.0	0.31	0.0	74.53	0.0	0	22641684	0
SRR5517285_GSM2608499_NMR_BF_6841_THY_Heterocephalus_glaber_RNA-Seq	25533294.0	50.0	4556578.0	17.85	49.37	910301.0	891180.0	901704.0	5923.0	798.0	1876.0	7.57	0.02	1.67	0.01	1.42	1000553.0	3.92	41401.0	0.16	0.0	78.07	0.0	0	19934762	0
SRR5517286_GSM2608500_NMR_NF_0525_HRT_Heterocephalus_glaber_RNA-Seq	28296806.0	49.0	2906267.0	10.27	47.94	334587.0	322880.0	330760.0	2385.0	425.0	1017.0	7.9	0.02	1.62	0.02	1.47	814375.0	2.88	22911.0	0.08	0.0	86.77	0.0	0	24553253	0
SRR5517287_GSM2608502_NMR_NM_0713_HRT_Heterocephalus_glaber_RNA-Seq	23172441.0	49.0	3652174.0	15.76	48.3	611090.0	598612.0	603764.0	5599.0	649.0	1078.0	7.38	0.01	1.71	0.01	1.43	902525.0	3.89	21736.0	0.09	0.0	80.25	0.0	0	18596006	0
SRR5517288_GSM2608504_NMR_BF_1090_HRT_Heterocephalus_glaber_RNA-Seq	28293833.0	49.0	4349713.0	15.37	48.31	724552.0	710472.0	715556.0	6853.0	819.0	1324.0	7.38	0.01	1.68	0.01	1.45	1066293.0	3.77	27177.0	0.1	0.0	80.76	0.0	0	22850650	0
SRR5517289_GSM2608506_NMR_BM_1147_HRT_Heterocephalus_glaber_RNA-Seq	28998876.0	49.0	4657320.0	16.06	48.32	791866.0	776274.0	782185.0	7360.0	884.0	1437.0	7.35	0.01	1.68	0.01	1.43	1156296.0	3.99	30889.0	0.11	0.0	79.84	0.0	0	23154371	0
SRR5517290_GSM2608508_NMR_BM_1400_HRT_Heterocephalus_glaber_RNA-Seq	30053585.0	49.0	4814532.0	16.02	48.33	818648.0	802551.0	808811.0	7531.0	916.0	1390.0	7.36	0.01	1.7	0.01	1.46	1197363.0	3.98	31961.0	0.11	0.0	79.89	0.0	0	24009729	0
SRR5517291_GSM2608510_NMR_NM_1449_HRT_Heterocephalus_glaber_RNA-Seq	22640338.0	49.0	3428568.0	15.14	48.24	562677.0	551306.0	556149.0	4808.0	655.0	1065.0	7.44	0.01	1.69	0.01	1.46	860578.0	3.8	21127.0	0.09	0.0	80.96	0.0	0	18330065	0
SRR5517292_GSM2608512_NMR_NF_2411_HRT_Heterocephalus_glaber_RNA-Seq	26224720.0	49.0	3646870.0	13.91	48.21	523617.0	511118.0	517694.0	4159.0	599.0	1165.0	7.17	0.01	1.73	0.01	1.4	1040869.0	3.97	27877.0	0.11	0.0	82.02	0.0	0	21509104	0
SRR5517293_GSM2608514_NMR_NF_2969_HRT_Heterocephalus_glaber_RNA-Seq	23385501.0	49.0	3319746.0	14.2	48.28	540696.0	529905.0	534213.0	4996.0	583.0	904.0	7.45	0.01	1.69	0.01	1.46	839952.0	3.59	20130.0	0.09	0.0	82.12	0.0	0	19205673	0
SRR5517294_GSM2608516_NMR_BM_3274_HRT_Heterocephalus_glaber_RNA-Seq	31837685.0	49.0	4936927.0	15.51	48.29	828372.0	811423.0	818518.0	7433.0	883.0	1538.0	7.42	0.01	1.7	0.01	1.45	1180038.0	3.71	28655.0	0.09	0.0	80.69	0.0	0	25692065	0
SRR5517295_GSM2608518_NMR_NM_3295_HRT_Heterocephalus_glaber_RNA-Seq	23115910.0	49.0	3448336.0	14.92	48.3	565947.0	554165.0	559106.0	5176.0	609.0	1056.0	7.43	0.01	1.7	0.01	1.45	828883.0	3.59	20829.0	0.09	0.0	81.4	0.0	0	18817862	0
SRR5517296_GSM2608519_NMR_NF_3439_HRT_Heterocephalus_glaber_RNA-Seq	34560144.0	49.0	5183768.0	15.0	48.27	858813.0	840913.0	848613.0	7656.0	1037.0	1507.0	7.44	0.01	1.7	0.01	1.45	1300321.0	3.76	32942.0	0.1	0.0	81.14	0.0	0	28043113	0
SRR5517297_GSM2608521_NMR_NF_3605_HRT_Heterocephalus_glaber_RNA-Seq	28173182.0	49.0	4460762.0	15.83	48.28	739952.0	725507.0	731080.0	6718.0	840.0	1314.0	7.37	0.01	1.67	0.01	1.46	1081339.0	3.84	28985.0	0.1	0.0	80.22	0.0	0	22602096	0
SRR5517298_GSM2608523_NMR_NF_4060_HRT_Heterocephalus_glaber_RNA-Seq	28089965.0	49.0	4104614.0	14.61	48.28	668084.0	653997.0	659990.0	6114.0	747.0	1233.0	7.49	0.01	1.67	0.01	1.46	1023602.0	3.64	24690.0	0.09	0.0	81.65	0.0	0	22937059	0
SRR5517299_GSM2608525_NMR_BF_4121_HRT_Heterocephalus_glaber_RNA-Seq	27829360.0	49.0	4172776.0	14.99	48.3	689559.0	675632.0	681149.0	6422.0	802.0	1186.0	7.44	0.01	1.7	0.01	1.45	1005855.0	3.61	23832.0	0.09	0.0	81.3	0.0	0	22626897	0
SRR5517300_GSM2608526_NMR_BF_4772_HRT_Heterocephalus_glaber_RNA-Seq	28416904.0	49.0	4238107.0	14.91	48.28	690528.0	676181.0	682216.0	6345.0	766.0	1201.0	7.41	0.01	1.71	0.01	1.45	1078885.0	3.8	29796.0	0.1	0.0	81.18	0.0	0	23070116	0
SRR5517301_GSM2608528_NMR_NM_4925_HRT_Heterocephalus_glaber_RNA-Seq	30688851.0	49.0	4679294.0	15.25	48.3	785543.0	769006.0	776163.0	7134.0	825.0	1421.0	7.4	0.01	1.69	0.01	1.44	1130578.0	3.68	29961.0	0.1	0.0	80.97	0.0	0	24849018	0
SRR5517302_GSM2608530_NMR_BM_5982_HRT_Heterocephalus_glaber_RNA-Seq	34069684.0	49.0	5252328.0	15.42	48.3	871766.0	853709.0	861284.0	8058.0	917.0	1507.0	7.41	0.01	1.66	0.01	1.45	1307780.0	3.84	33356.0	0.1	0.0	80.64	0.0	0	27476220	0
SRR5517303_GSM2608532_NMR_NM_6074_HRT_Heterocephalus_glaber_RNA-Seq	30060223.0	49.0	4411327.0	14.67	48.25	710512.0	695270.0	702049.0	6364.0	794.0	1305.0	7.43	0.01	1.68	0.01	1.46	1136751.0	3.78	27250.0	0.09	0.0	81.45	0.0	0	24484895	0
SRR5517304_GSM2608534_NMR_NM_6206_HRT_Heterocephalus_glaber_RNA-Seq	32055607.0	49.0	4947359.0	15.43	48.3	829596.0	812364.0	819743.0	7446.0	948.0	1459.0	7.41	0.01	1.7	0.01	1.45	1212286.0	3.78	29943.0	0.09	0.0	80.69	0.0	0	25866019	0
SRR5517305_GSM2608536_NMR_BF_6382_HRT_Heterocephalus_glaber_RNA-Seq	24114559.0	49.0	4014398.0	16.65	48.33	683199.0	669862.0	675188.0	6064.0	699.0	1248.0	7.33	0.01	1.69	0.01	1.44	1020881.0	4.23	30400.0	0.13	0.0	78.99	0.0	0	19048880	0
SRR5517306_GSM2608537_NMR_BM_6656_HRT_Heterocephalus_glaber_RNA-Seq	28635545.0	49.0	4485499.0	15.66	48.3	756180.0	741179.0	746928.0	7084.0	795.0	1373.0	7.38	0.01	1.69	0.01	1.46	1051266.0	3.67	26579.0	0.09	0.0	80.57	0.0	0	23072201	0
SRR5517307_GSM2608539_NMR_NF_0525_PIT_Heterocephalus_glaber_RNA-Seq	20729275.0	50.0	3769873.0	18.19	49.32	695550.0	682163.0	689274.0	4075.0	504.0	1697.0	7.04	0.02	1.67	0.01	1.44	667104.0	3.22	26554.0	0.13	0.0	78.46	0.0	0	16265744	0
SRR5517308_GSM2608541_NMR_NF_0525_HYP_Heterocephalus_glaber_RNA-Seq	24044239.0	50.0	3911412.0	16.27	49.22	584425.0	568125.0	577439.0	4149.0	788.0	2049.0	6.86	0.03	1.71	0.02	1.41	864481.0	3.6	30282.0	0.13	0.0	80.0	0.01	0	19235660	2404
SRR5517309_GSM2608543_NMR_NF_0525_CER_Heterocephalus_glaber_RNA-Seq	25733820.0	50.0	4039470.0	15.7	49.18	624985.0	606240.0	616986.0	4870.0	774.0	2355.0	6.9	0.03	1.72	0.03	1.43	663826.0	2.58	23901.0	0.09	0.0	81.62	0.01	0	21004050	2573
SRR5517310_GSM2608545_NMR_NM_0713_PIT_Heterocephalus_glaber_RNA-Seq	27929911.0	50.0	5264415.0	18.85	49.29	876762.0	860036.0	868887.0	4958.0	719.0	2198.0	6.94	0.02	1.68	0.02	1.46	1285946.0	4.6	56081.0	0.2	0.0	76.34	0.0	0	21323469	0
SRR5517311_GSM2608547_NMR_NM_0713_HYP_Heterocephalus_glaber_RNA-Seq	29822259.0	50.0	5033900.0	16.88	49.25	820863.0	799530.0	811233.0	5881.0	1093.0	2656.0	7.01	0.03	1.71	0.02	1.43	963975.0	3.23	33273.0	0.11	0.0	79.76	0.01	0	23788129	2982
SRR5517312_GSM2608549_NMR_NM_0713_CER_Heterocephalus_glaber_RNA-Seq	23483719.0	50.0	3906186.0	16.63	49.26	657032.0	639633.0	649307.0	4837.0	767.0	2121.0	6.96	0.02	1.7	0.02	1.44	561554.0	2.39	19688.0	0.08	0.0	80.88	0.01	0	18993943	2348
SRR5517313_GSM2608551_NMR_BF_1090_PIT_Heterocephalus_glaber_RNA-Seq	30215206.0	50.0	5677333.0	18.79	49.35	1092952.0	1074250.0	1084580.0	5330.0	728.0	2314.0	7.07	0.02	1.65	0.01	1.45	985514.0	3.26	40650.0	0.13	0.0	77.81	0.0	0	23511709	0
SRR5517314_GSM2608553_NMR_BF_1090_HYP_Heterocephalus_glaber_RNA-Seq	23028216.0	50.0	3608440.0	15.67	49.15	564542.0	548288.0	557713.0	4048.0	780.0	2001.0	7.03	0.03	1.72	0.02	1.43	685110.0	2.98	24451.0	0.11	0.0	81.23	0.02	0	18705609	4606
SRR5517315_GSM2608554_NMR_BF_1090_CER_Heterocephalus_glaber_RNA-Seq	29981519.0	50.0	4862602.0	16.22	49.2	774474.0	752446.0	765173.0	5690.0	944.0	2667.0	6.96	0.03	1.71	0.02	1.42	769613.0	2.57	27848.0	0.09	0.0	81.11	0.01	0	24318458	2998
SRR5517316_GSM2608556_NMR_BM_1147_PIT_Heterocephalus_glaber_RNA-Seq	24517984.0	50.0	4284993.0	17.48	49.29	721227.0	704438.0	713499.0	5023.0	620.0	2085.0	7.01	0.02	1.68	0.02	1.46	874066.0	3.56	34695.0	0.14	0.0	78.81	0.0	0	19324230	0
SRR5517317_GSM2608558_NMR_BM_1147_HYP_Heterocephalus_glaber_RNA-Seq	30145177.0	50.0	4828158.0	16.02	49.19	766641.0	745718.0	757834.0	5388.0	945.0	2474.0	7.06	0.03	1.7	0.02	1.43	898951.0	2.98	31095.0	0.1	0.0	80.89	0.01	0	24383959	3014
SRR5517318_GSM2608560_NMR_BM_1147_CER_Heterocephalus_glaber_RNA-Seq	30586827.0	50.0	5154103.0	16.85	49.26	873672.0	850736.0	863413.0	6517.0	1010.0	2732.0	6.95	0.02	1.71	0.02	1.43	734503.0	2.4	26231.0	0.09	0.0	80.65	0.01	0	24668931	3059
SRR5517319_GSM2608561_NMR_BM_1215_PIT_Heterocephalus_glaber_RNA-Seq	27703086.0	50.0	5019392.0	18.12	49.31	863536.0	846352.0	855975.0	4763.0	721.0	2077.0	7.03	0.02	1.67	0.01	1.43	1016149.0	3.67	43234.0	0.16	0.0	78.05	0.0	0	21624311	0
SRR5517320_GSM2608564_NMR_BM_1215_HYP_Heterocephalus_glaber_RNA-Seq	21856336.0	50.0	3655913.0	16.73	49.21	592632.0	577286.0	585785.0	4115.0	796.0	1936.0	7.04	0.03	1.72	0.02	1.43	715264.0	3.27	24519.0	0.11	0.0	79.88	0.01	0	17458454	2186
SRR5517321_GSM2608565_NMR_BM_1215_CER_Heterocephalus_glaber_RNA-Seq	25526083.0	50.0	4242885.0	16.62	49.22	686280.0	668006.0	678160.0	5082.0	834.0	2204.0	6.99	0.03	1.7	0.02	1.42	688525.0	2.7	25027.0	0.1	0.0	80.57	0.01	0	20567093	2553
SRR5517322_GSM2608567_NMR_BM_1400_PIT_Heterocephalus_glaber_RNA-Seq	25710032.0	50.0	4576974.0	17.8	49.32	794936.0	777802.0	787203.0	4933.0	630.0	2170.0	7.04	0.02	1.67	0.01	1.46	841702.0	3.27	33771.0	0.13	0.0	78.79	0.0	0	20257585	0
SRR5517323_GSM2608569_NMR_BM_1400_HYP_Heterocephalus_glaber_RNA-Seq	27805040.0	50.0	4468699.0	16.07	49.23	730031.0	710361.0	721677.0	5241.0	874.0	2239.0	7.08	0.02	1.7	0.02	1.44	770009.0	2.77	25866.0	0.09	0.0	81.06	0.01	0	22537686	2780
SRR5517324_GSM2608570_NMR_BM_1400_CER_Heterocephalus_glaber_RNA-Seq	20239232.0	50.0	3236981.0	15.99	49.21	517465.0	502590.0	511184.0	3823.0	633.0	1825.0	6.96	0.03	1.72	0.02	1.42	514435.0	2.54	18649.0	0.09	0.0	81.36	0.01	0	16467143	2024
SRR5517325_GSM2608572_NMR_NM_1449_PIT_Heterocephalus_glaber_RNA-Seq	27390215.0	50.0	5005257.0	18.27	49.31	935836.0	919237.0	928813.0	4308.0	608.0	2107.0	7.0	0.02	1.66	0.01	1.45	844744.0	3.08	34902.0	0.13	0.0	78.51	0.0	0	21505312	0
SRR5517326_GSM2608574_NMR_NM_1449_HYP_Heterocephalus_glaber_RNA-Seq	23659581.0	50.0	3876031.0	16.38	49.23	619710.0	602874.0	612364.0	4355.0	797.0	2194.0	7.03	0.03	1.72	0.02	1.43	742237.0	3.14	26296.0	0.11	0.0	80.36	0.01	0	19012651	2366
SRR5517327_GSM2608576_NMR_NM_1449_CER_Heterocephalus_glaber_RNA-Seq	30138149.0	50.0	4964917.0	16.47	49.23	807956.0	785893.0	798072.0	6163.0	968.0	2753.0	6.9	0.03	1.71	0.02	1.43	775849.0	2.57	28031.0	0.09	0.0	80.85	0.01	0	24366338	3014
SRR5517328_GSM2608578_NMR_BF_1816_PIT_Heterocephalus_glaber_RNA-Seq	25473702.0	50.0	4688828.0	18.41	49.36	848480.0	831659.0	840932.0	4783.0	625.0	2140.0	7.06	0.02	1.66	0.01	1.44	812921.0	3.19	31506.0	0.12	0.0	78.27	0.01	0	19937900	2547
SRR5517329_GSM2608579_NMR_BF_1816_CER_Heterocephalus_glaber_RNA-Seq	24252562.0	50.0	3901212.0	16.09	49.2	625110.0	607776.0	617490.0	4720.0	750.0	2150.0	6.98	0.03	1.71	0.02	1.43	618509.0	2.55	21711.0	0.09	0.0	81.27	0.01	0	19708705	2425
SRR5517330_GSM2608581_NMR_NF_2411_PIT_Heterocephalus_glaber_RNA-Seq	26077532.0	50.0	4909109.0	18.83	49.35	913672.0	896601.0	905862.0	5156.0	709.0	1945.0	7.02	0.02	1.67	0.01	1.44	871536.0	3.34	34674.0	0.13	0.0	77.7	0.0	0	20262213	0
SRR5517331_GSM2608583_NMR_NF_2411_HYP_Heterocephalus_glaber_RNA-Seq	27457574.0	50.0	4573540.0	16.66	49.26	746679.0	727218.0	738265.0	5104.0	924.0	2386.0	7.05	0.03	1.72	0.02	1.43	829651.0	3.02	28763.0	0.1	0.0	80.2	0.01	0	22022874	2746
SRR5517332_GSM2608585_NMR_NF_2411_CER_Heterocephalus_glaber_RNA-Seq	29511831.0	50.0	4780373.0	16.2	49.23	781518.0	759482.0	772437.0	5649.0	875.0	2557.0	7.03	0.02	1.71	0.02	1.42	706038.0	2.39	25017.0	0.08	0.0	81.32	0.01	0	23997452	2951
SRR5517333_GSM2608587_NMR_NF_2969_PIT_Heterocephalus_glaber_RNA-Seq	31048331.0	50.0	5803372.0	18.69	49.23	965352.0	949224.0	959688.0	3022.0	513.0	2129.0	6.88	0.02	1.68	0.02	1.41	784837.0	2.53	38110.0	0.12	0.0	78.65	0.0	0	24422012	0
SRR5517334_GSM2608589_NMR_NF_2969_HYP_Heterocephalus_glaber_RNA-Seq	25684598.0	50.0	4133473.0	16.09	49.23	664487.0	646312.0	656635.0	4729.0	877.0	2246.0	7.0	0.03	1.73	0.02	1.43	753944.0	2.94	25400.0	0.1	0.0	80.86	0.01	0	20769212	2569
SRR5517335_GSM2608591_NMR_NF_2969_CER_Heterocephalus_glaber_RNA-Seq	22274879.0	50.0	3645101.0	16.36	49.22	579822.0	563477.0	572856.0	4221.0	711.0	2034.0	6.96	0.03	1.71	0.02	1.42	600829.0	2.7	22164.0	0.1	0.0	80.83	0.01	0	18004558	2227
SRR5517336_GSM2608593_NMR_BM_3274_PIT_Heterocephalus_glaber_RNA-Seq	30981600.0	50.0	5526779.0	17.84	49.3	994620.0	974205.0	985480.0	5734.0	777.0	2629.0	7.04	0.02	1.68	0.02	1.45	992921.0	3.2	39977.0	0.13	0.0	78.82	0.0	0	24421923	0
SRR5517337_GSM2608595_NMR_BM_3274_HYP_Heterocephalus_glaber_RNA-Seq	25627870.0	50.0	4227268.0	16.49	49.24	685541.0	667629.0	677590.0	4878.0	874.0	2199.0	7.05	0.03	1.71	0.02	1.43	770805.0	3.01	26440.0	0.1	0.0	80.38	0.01	0	20600794	2563
SRR5517338_GSM2608596_NMR_NM_3295_PIT_Heterocephalus_glaber_RNA-Seq	25312457.0	50.0	4317957.0	17.06	49.23	710373.0	694369.0	703750.0	3930.0	579.0	2114.0	7.01	0.02	1.66	0.02	1.44	805568.0	3.18	34351.0	0.14	0.0	79.62	0.0	0	20154581	0
SRR5517339_GSM2608598_NMR_NM_3295_HYP_Heterocephalus_glaber_RNA-Seq	27273048.0	50.0	4580783.0	16.8	49.29	771500.0	752483.0	762596.0	5546.0	965.0	2393.0	7.06	0.02	1.7	0.02	1.43	747988.0	2.74	24401.0	0.09	0.0	80.36	0.01	0	21917149	2727
SRR5517340_GSM2608600_NMR_NM_3295_CER_Heterocephalus_glaber_RNA-Seq	29145456.0	50.0	4997157.0	17.15	49.28	843365.0	821466.0	833502.0	6181.0	1046.0	2636.0	6.98	0.02	1.7	0.02	1.44	721749.0	2.48	25506.0	0.09	0.0	80.28	0.01	0	23398129	2915
SRR5517341_GSM2608602_NMR_NF_3439_PIT_Heterocephalus_glaber_RNA-Seq	35230339.0	50.0	6386983.0	18.13	49.32	1123790.0	1100482.0	1113156.0	6826.0	875.0	2933.0	7.03	0.02	1.67	0.01	1.45	1148888.0	3.26	46602.0	0.13	0.0	78.47	0.0	0	27647866	0
SRR5517342_GSM2608604_NMR_NF_3439_HYP_Heterocephalus_glaber_RNA-Seq	25117152.0	50.0	4038365.0	16.08	49.24	652973.0	635348.0	645458.0	4583.0	817.0	2115.0	7.09	0.03	1.7	0.02	1.43	718465.0	2.86	24631.0	0.1	0.0	80.95	0.01	0	20333179	2512
SRR5517343_GSM2608606_NMR_NF_3439_CER_Heterocephalus_glaber_RNA-Seq	28465045.0	50.0	4524810.0	15.9	49.22	718721.0	698312.0	710143.0	5259.0	834.0	2485.0	6.95	0.03	1.72	0.02	1.42	710778.0	2.5	25566.0	0.09	0.0	81.51	0.01	0	23201045	2846
SRR5517344_GSM2608607_NMR_NF_3605_PIT_Heterocephalus_glaber_RNA-Seq	27965799.0	50.0	5329846.0	19.06	49.2	847380.0	833499.0	842616.0	2457.0	473.0	1834.0	6.85	0.02	1.68	0.02	1.41	713290.0	2.55	34732.0	0.12	0.0	78.26	0.01	0	21885135	2796
SRR5517345_GSM2608609_NMR_NF_3605_HYP_Heterocephalus_glaber_RNA-Seq	26525840.0	50.0	4237177.0	15.97	49.21	667580.0	649761.0	659768.0	4583.0	893.0	2336.0	7.0	0.03	1.74	0.02	1.44	783308.0	2.95	26508.0	0.1	0.0	80.96	0.01	0	21476194	2653
SRR5517346_GSM2608611_NMR_NF_3605_CER_Heterocephalus_glaber_RNA-Seq	26130359.0	50.0	4169194.0	15.96	49.17	644455.0	625689.0	636392.0	4901.0	822.0	2340.0	6.92	0.03	1.71	0.02	1.42	696373.0	2.66	25222.0	0.1	0.0	81.27	0.01	0	21236957	2613
SRR5517347_GSM2608613_NMR_NF_4060_PIT_Heterocephalus_glaber_RNA-Seq	23939621.0	50.0	4297315.0	17.95	49.31	745683.0	729678.0	738199.0	4811.0	647.0	2026.0	7.03	0.02	1.68	0.02	1.46	801329.0	3.35	31990.0	0.13	0.0	78.56	0.0	0	18808987	0
SRR5517348_GSM2608615_NMR_NF_4060_HYP_Heterocephalus_glaber_RNA-Seq	30911516.0	50.0	5008091.0	16.2	49.21	797795.0	776291.0	788415.0	5574.0	1023.0	2783.0	7.04	0.03	1.72	0.02	1.43	954003.0	3.09	33526.0	0.11	0.0	80.59	0.01	0	24912805	3091
SRR5517349_GSM2608617_NMR_NF_4060_CER_Heterocephalus_glaber_RNA-Seq	23696408.0	50.0	3808966.0	16.07	49.18	593695.0	576819.0	586648.0	4186.0	740.0	2121.0	6.96	0.03	1.7	0.02	1.42	636780.0	2.69	23066.0	0.1	0.0	81.13	0.01	0	19225226	2370
SRR5517350_GSM2608620_NMR_BF_4121_PIT_Heterocephalus_glaber_RNA-Seq	28009928.0	50.0	5089566.0	18.17	49.33	919926.0	901256.0	911569.0	5513.0	678.0	2166.0	7.07	0.02	1.68	0.01	1.46	898511.0	3.21	35932.0	0.13	0.0	78.49	0.0	0	21985919	0
SRR5517351_GSM2608622_NMR_BF_4121_HYP_Heterocephalus_glaber_RNA-Seq	25113480.0	50.0	4120416.0	16.41	49.18	655269.0	637996.0	647687.0	4518.0	872.0	2192.0	7.01	0.03	1.72	0.02	1.43	788038.0	3.14	27249.0	0.11	0.0	80.33	0.01	0	20175265	2512
SRR5517352_GSM2608623_NMR_BF_4121_CER_Heterocephalus_glaber_RNA-Seq	31645762.0	50.0	5074367.0	16.03	49.2	810422.0	787625.0	800651.0	6033.0	964.0	2774.0	6.95	0.03	1.71	0.02	1.43	795658.0	2.51	28246.0	0.09	0.0	81.35	0.01	0	25744326	3165
SRR5517353_GSM2608625_NMR_BF_4772_PIT_Heterocephalus_glaber_RNA-Seq	28169600.0	50.0	5214482.0	18.51	49.36	979621.0	961496.0	971598.0	5044.0	697.0	2282.0	7.07	0.02	1.67	0.01	1.44	923324.0	3.28	37058.0	0.13	0.0	78.07	0.01	0	21991919	2817
SRR5517354_GSM2608627_NMR_BF_4772_CER_Heterocephalus_glaber_RNA-Seq	26240065.0	50.0	4268813.0	16.27	49.18	665748.0	646899.0	657733.0	4816.0	829.0	2370.0	7.0	0.03	1.71	0.02	1.42	733593.0	2.8	26988.0	0.1	0.0	80.82	0.01	0	21208047	2624
SRR5517355_GSM2608628_NMR_NM_4925_PIT_Heterocephalus_glaber_RNA-Seq	33201072.0	50.0	6123372.0	18.44	49.32	1108493.0	1086728.0	1098087.0	6836.0	874.0	2696.0	7.07	0.02	1.67	0.01	1.45	1154175.0	3.48	45885.0	0.14	0.0	77.94	0.0	0	25877640	0
SRR5517356_GSM2608630_NMR_NM_4925_HYP_Heterocephalus_glaber_RNA-Seq	19944716.0	50.0	3269486.0	16.39	49.25	529758.0	516060.0	523420.0	3930.0	708.0	1700.0	6.99	0.03	1.73	0.02	1.43	604212.0	3.03	20335.0	0.1	0.0	80.46	0.01	0	16048688	1995
SRR5517357_GSM2608631_NMR_NM_4925_CER_Heterocephalus_glaber_RNA-Seq	23407359.0	50.0	3829900.0	16.36	49.22	619705.0	603280.0	612385.0	4585.0	726.0	2009.0	7.02	0.03	1.71	0.02	1.42	612490.0	2.62	22034.0	0.09	0.0	80.92	0.01	0	18940594	2341
SRR5517358_GSM2608633_NMR_BM_5982_PIT_Heterocephalus_glaber_RNA-Seq	24827159.0	50.0	4493280.0	18.1	49.34	839013.0	822600.0	831480.0	4845.0	604.0	2084.0	7.04	0.02	1.67	0.01	1.46	791910.0	3.19	31520.0	0.13	0.0	78.58	0.0	0	19510449	0
SRR5517359_GSM2608635_NMR_BM_5982_HYP_Heterocephalus_glaber_RNA-Seq	32986105.0	50.0	5589714.0	16.95	49.22	917707.0	893937.0	907077.0	6441.0	1241.0	2948.0	6.99	0.03	1.71	0.02	1.44	1059948.0	3.21	36941.0	0.11	0.0	79.72	0.01	0	26296203	3299
SRR5517360_GSM2608637_NMR_BM_5982_CER_Heterocephalus_glaber_RNA-Seq	28139973.0	50.0	4475228.0	15.9	49.2	723795.0	704767.0	715433.0	5135.0	868.0	2359.0	7.07	0.03	1.7	0.02	1.42	831471.0	2.95	28694.0	0.1	0.0	81.03	0.01	0	22801766	2814
SRR5517361_GSM2608638_NMR_NM_6074_PIT_Heterocephalus_glaber_RNA-Seq	25221569.0	50.0	4432202.0	17.57	49.29	756199.0	739516.0	748817.0	4781.0	580.0	2021.0	7.03	0.02	1.66	0.02	1.44	853310.0	3.38	34519.0	0.14	0.0	78.9	0.0	0	19901538	0
